"Net generation for petroleum liquids"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=1,0,2&fuel=4&geo=vvvvvvvvvvvvo&sec=o3g&linechart=ELEC.GEN.PEL-NY-99.M~ELEC.GEN.PEL-FL-99.M~ELEC.GEN.PEL-HI-99.M~ELEC.GEN.PEL-US-99.M&columnchart=ELEC.GEN.PEL-NY-99.M~ELEC.GEN.PEL-FL-99.M~ELEC.GEN.PEL-HI-99.M~ELEC.GEN.PEL-US-99.M&map=ELEC.GEN.PEL-US-99.M&freq=M&start=200101&end=202007&ctype=linechart&ltype=sourcekey&rtype=s&pin=&rse=0&maptype=0"
"Mon Sep 28 2020 02:12:35 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","Jan 2001","Feb 2001","Mar 2001","Apr 2001","May 2001","Jun 2001","Jul 2001","Aug 2001","Sep 2001","Oct 2001","Nov 2001","Dec 2001","Jan 2002","Feb 2002","Mar 2002","Apr 2002","May 2002","Jun 2002","Jul 2002","Aug 2002","Sep 2002","Oct 2002","Nov 2002","Dec 2002","Jan 2003","Feb 2003","Mar 2003","Apr 2003","May 2003","Jun 2003","Jul 2003","Aug 2003","Sep 2003","Oct 2003","Nov 2003","Dec 2003","Jan 2004","Feb 2004","Mar 2004","Apr 2004","May 2004","Jun 2004","Jul 2004","Aug 2004","Sep 2004","Oct 2004","Nov 2004","Dec 2004","Jan 2005","Feb 2005","Mar 2005","Apr 2005","May 2005","Jun 2005","Jul 2005","Aug 2005","Sep 2005","Oct 2005","Nov 2005","Dec 2005","Jan 2006","Feb 2006","Mar 2006","Apr 2006","May 2006","Jun 2006","Jul 2006","Aug 2006","Sep 2006","Oct 2006","Nov 2006","Dec 2006","Jan 2007","Feb 2007","Mar 2007","Apr 2007","May 2007","Jun 2007","Jul 2007","Aug 2007","Sep 2007","Oct 2007","Nov 2007","Dec 2007","Jan 2008","Feb 2008","Mar 2008","Apr 2008","May 2008","Jun 2008","Jul 2008","Aug 2008","Sep 2008","Oct 2008","Nov 2008","Dec 2008","Jan 2009","Feb 2009","Mar 2009","Apr 2009","May 2009","Jun 2009","Jul 2009","Aug 2009","Sep 2009","Oct 2009","Nov 2009","Dec 2009","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Jan 2016","Feb 2016","Mar 2016","Apr 2016","May 2016","Jun 2016","Jul 2016","Aug 2016","Sep 2016","Oct 2016","Nov 2016","Dec 2016","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020"
"Wisconsin : all sectors","thousand megawatthours","ELEC.GEN.PEL-WI-99.M",19,12,15,8,11,5,9,28,13,14,13,12,7,8,8,10,9,13,14,11,10,8,6,6,18,16,12,10,7,9,10,18,12,12,9,10,40,14,12,8,14,21,14,12,6,4,8,10,15,12,12,14,7,20,18,17,9,17,8,15,6,12,9,8,6,6,26,20,7,6,13,17,14,42,9,8,9,13,11,22,11,7,7,8,14,14,8,9,4,15,8,4,5,1,3,10,3,3,4,3,6,4,3,4,2,2,3,3,5,3,1,1,2,1,2,7,6,2,2,4,1,2,2,4,3,5,6,5,1,-0,3,4,2,2,1,0,2,3,12,1,4,3,7,1,4,1,2,3,3,1,2,3,4,2,2,2,12,5,8,2,4,1,5,4,1,0,7,3,6,2,2,1,3,1,1,4,2,2,2,2,2,4,2,2,2,1,3,5,4,0,0,2,4,1,1,1,3,3,2,3,3,8,2,1,3,3,3,4,3,4,3,3,3,3,2,3,7,6,"NM","NM","NM","NM",4,"NM","NM",6,"NM",2,"NM","NM","NM","NM",4,"NM","NM"
"Wisconsin : electric power",,"ELEC.GEN.PEL-WI-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin : electric utility","thousand megawatthours","ELEC.GEN.PEL-WI-1.M",12,7,11,4,10,4,8,14,5,3,3,2,3,3,4,7,1,7,8,4,8,6,3,3,7,6,6,5,2,5,6,13,9,7,5,6,18,2,4,3,5,7,8,3,4,2,5,4,9,5,5,11,5,15,13,7,5,13,5,10,3,2,6,6,4,4,23,11,5,4,10,14,11,30,7,6,6,10,9,17,9,5,6,6,9,10,6,6,3,11,7,2,4,1,2,7,2,2,4,3,5,3,3,3,1,2,3,3,5,2,1,0,1,1,2,6,4,1,2,4,1,2,1,4,3,4,6,2,1,-0,2,2,1,2,1,0,2,3,12,1,4,3,6,1,4,1,1,3,2,1,2,2,4,1,2,2,10,5,6,1,3,1,4,3,1,0,7,2,6,2,1,1,3,1,0,1,2,2,2,1,2,2,2,2,2,1,3,4,3,0,0,2,4,1,1,1,3,3,2,3,3,8,2,1,3,3,2,4,3,4,3,2,3,3,2,3,"NM","NM","NM","NM","NM","NM",4,"NM","NM","NM","NM",2,"NM","NM","NM","NM",3,"NM","NM"
"Wisconsin : independent power producers","thousand megawatthours","ELEC.GEN.PEL-WI-94.M",0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,7,3,1,1,0,0,0,1,1,0,1,16,6,2,1,2,8,1,4,1,1,1,2,0,4,4,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,1,0,-0,0,0,0,1,0,0,-0,1,0,1,0,-0,-0,0,-0,1,0,-0,-0,-0,-0,1,0,0,0,-0,0,1,2,0,-0,-0,0,-0,1,0,-0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0,2,0,0,0,0,1,0,-0,0,0,0,0,1,-0,0,0,0,2,0,-0,-0,0,-0,2,-0,0,0,-0,0,1,0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,0,0,-0,-0,-0,-0,-0,1,-0,0,-0,-0,-0,-0,-0,-0,-0,3,3,0,-0,0,-0,-0,-0,0,2,-0,-0,-0,1,-0,-0,0,-0,0
"Wisconsin : all commercial","thousand megawatthours","ELEC.GEN.PEL-WI-96.M",2,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM","NM","NM","NM","NM","NM","NM","NM",0,"NM","NM","NM","NM","NM","NM","NM"
"Wisconsin : all industrial","thousand megawatthours","ELEC.GEN.PEL-WI-97.M",5,4,3,3,0,1,0,9,8,10,10,10,3,3,3,2,8,5,5,6,2,2,2,3,3,3,3,4,4,4,4,4,3,5,5,4,5,5,6,4,7,6,5,4,1,1,2,4,6,3,3,3,1,5,5,6,5,4,3,5,3,3,3,2,2,2,2,2,2,2,2,3,3,8,2,2,2,3,2,4,2,2,1,2,3,3,2,3,2,3,2,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West North Central","thousand megawatthours","ELEC.GEN.PEL-WNC-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West North Central : all sectors","thousand megawatthours","ELEC.GEN.PEL-WNC-99.M",175,121,121,109,113,97,98,128,19,35,42,31,67,84,152,64,43,27,49,83,53,53,36,68,159,153,84,85,70,103,272,222,36,41,77,115,182,163,120,42,100,97,181,118,39,35,40,73,145,60,67,85,124,136,146,203,158,84,44,230,27,26,29,24,30,31,57,32,21,25,31,38,88,185,36,34,49,57,37,29,24,30,46,61,51,42,35,27,24,37,21,18,28,30,18,46,42,15,26,22,35,19,22,23,20,23,22,25,36,22,15,21,35,37,44,22,23,35,40,18,26,23,27,26,29,29,21,21,21,22,29,38,21,22,13,35,39,35,30,16,15,20,22,23,23,16,20,36,32,25,20,16,22,24,17,45,41,48,59,15,35,23,15,18,19,24,28,23,24,19,39,15,38,17,24,17,28,13,20,34,43,38,24,18,47,29,22,22,27,34,29,60,33,16,21,24,35,21,15,14,20,24,36,40,43,27,27,19,28,40,19,22,25,23,26,23,35,28,34,20,33,24,22,25,17,26,27,30,28,20,16,16,23,32,23
"West North Central : electric power",,"ELEC.GEN.PEL-WNC-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West North Central : electric utility","thousand megawatthours","ELEC.GEN.PEL-WNC-1.M",168,116,116,106,109,94,93,123,17,31,41,28,66,82,149,63,38,26,48,81,53,52,34,66,157,144,82,83,65,101,270,220,34,39,74,111,174,159,116,40,98,95,179,117,37,34,37,69,134,57,65,84,123,134,145,201,157,83,43,227,25,23,26,22,30,30,56,31,21,24,30,35,78,162,32,33,45,54,36,29,23,29,45,58,48,39,33,20,23,35,20,17,27,28,15,41,36,12,25,20,34,18,22,23,19,22,21,23,34,21,15,20,34,36,43,21,23,34,39,17,25,22,26,25,28,28,20,21,20,22,28,35,21,21,13,35,34,34,29,16,15,20,22,22,23,15,20,35,31,24,20,16,21,23,16,42,35,43,54,15,35,22,15,18,19,24,28,22,24,18,36,15,38,17,24,16,28,13,20,33,42,37,23,17,47,28,22,21,27,31,28,60,33,16,20,23,35,21,14,14,19,23,33,38,39,19,25,19,27,39,18,22,24,23,25,22,32,26,34,19,32,23,21,25,16,25,27,29,28,20,15,15,22,32,22
"West North Central : independent power producers","thousand megawatthours","ELEC.GEN.PEL-WNC-94.M",1,2,1,1,2,1,3,2,1,2,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,2,5,0,2,1,1,1,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,7,19,3,0,3,3,0,1,1,0,0,1,0,0,0,7,0,1,0,0,0,1,2,4,3,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,8,1,1,1,1,1,0,1,0,1,1,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM"
"West North Central : all commercial","thousand megawatthours","ELEC.GEN.PEL-WNC-96.M",2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM",0,0,0
"West North Central : all industrial","thousand megawatthours","ELEC.GEN.PEL-WNC-97.M",4,2,2,1,1,2,1,2,1,1,1,1,0,2,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iowa","thousand megawatthours","ELEC.GEN.PEL-IA-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iowa : all sectors","thousand megawatthours","ELEC.GEN.PEL-IA-99.M",5,6,7,7,12,6,22,21,3,4,2,3,3,4,3,4,5,6,8,9,6,3,4,3,7,11,6,4,5,7,8,15,4,5,9,11,12,1,6,5,13,8,4,8,4,7,3,5,13,6,7,13,10,15,13,13,9,12,12,19,12,6,5,7,6,10,19,11,6,11,8,7,15,34,9,9,9,27,17,13,10,16,9,11,9,8,10,6,4,16,4,4,9,4,2,4,2,3,4,3,9,4,5,7,3,6,5,5,11,2,3,6,10,8,5,6,5,9,9,4,2,6,2,8,7,12,6,5,4,5,8,4,4,6,3,13,12,15,7,2,4,9,7,8,5,3,4,12,6,6,6,6,5,4,-3,14,7,8,6,2,10,6,1,3,3,4,8,1,4,2,5,3,9,5,8,3,3,3,3,15,33,23,13,14,31,13,11,14,19,23,11,35,15,3,7,8,16,7,6,4,5,7,12,14,7,7,10,5,6,6,3,3,7,3,5,4,4,5,12,4,6,8,5,8,-2,5,8,3,6,"NM",-2,2,1,11,7
"Iowa : electric power",,"ELEC.GEN.PEL-IA-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iowa : electric utility","thousand megawatthours","ELEC.GEN.PEL-IA-1.M",4,5,7,7,11,6,22,20,3,4,2,3,3,4,3,4,4,6,8,8,6,3,4,3,7,11,6,3,5,7,8,15,4,5,9,11,12,1,6,4,13,8,4,7,4,7,3,5,13,6,7,13,9,14,12,13,9,11,12,19,12,6,4,7,5,10,18,10,6,10,8,7,15,32,9,8,8,26,17,13,9,15,9,11,9,8,10,6,4,15,4,4,9,4,2,4,2,3,4,3,9,3,5,7,3,6,5,5,11,2,3,6,10,7,5,6,5,9,9,3,2,6,2,8,7,12,6,5,3,5,8,4,3,6,3,12,12,15,7,2,4,9,7,8,5,3,4,12,6,6,6,6,5,4,-3,14,7,8,6,2,10,6,1,3,3,4,8,1,4,2,5,3,9,5,8,3,3,3,3,15,33,23,13,14,30,12,11,14,18,23,11,35,15,3,7,8,16,7,6,4,5,7,12,14,7,6,10,5,6,5,3,3,7,3,5,4,4,4,11,3,6,7,5,7,-2,5,7,3,"NM","NM",-2,2,1,11,7
"Iowa : independent power producers","thousand megawatthours","ELEC.GEN.PEL-IA-94.M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM","NM","NM","NM",0,0,0,0,0,0,"NM",0,"NM","NM","NM","NM","NM","NM","NM"
"Iowa : all commercial","thousand megawatthours","ELEC.GEN.PEL-IA-96.M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iowa : all industrial","thousand megawatthours","ELEC.GEN.PEL-IA-97.M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","thousand megawatthours","ELEC.GEN.PEL-KS-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kansas : all sectors","thousand megawatthours","ELEC.GEN.PEL-KS-99.M",102,75,78,81,60,62,34,66,4,15,25,14,54,68,125,37,18,2,14,56,32,30,19,52,112,80,45,58,39,77,244,180,12,14,37,66,108,141,90,20,74,68,154,100,22,16,19,43,92,35,43,51,96,73,96,147,128,55,15,156,1,2,6,3,8,4,5,4,5,3,6,3,3,2,3,3,6,2,2,4,2,3,5,6,6,2,3,3,6,6,4,3,3,3,2,2,4,3,4,6,3,1,5,3,3,3,3,3,4,3,4,3,3,5,3,4,3,5,4,3,2,4,6,3,3,2,2,1,4,4,2,3,4,3,2,3,3,4,1,3,1,2,6,3,5,3,3,3,10,6,2,2,3,4,3,8,4,4,6,3,6,4,1,4,4,3,1,4,6,4,7,5,4,1,2,2,3,1,6,5,3,2,1,-0,4,3,2,0,2,2,6,4,4,3,2,7,8,2,1,2,6,4,9,6,6,4,6,3,4,6,5,5,2,4,4,3,7,3,3,5,8,5,5,5,8,7,5,7,7,8,8,6,7,4,2
"Kansas : electric power",,"ELEC.GEN.PEL-KS-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kansas : electric utility","thousand megawatthours","ELEC.GEN.PEL-KS-1.M",102,75,78,81,60,62,34,66,4,15,25,14,54,68,125,37,18,2,14,56,32,30,19,52,112,80,44,58,39,77,244,180,12,14,37,66,108,141,90,20,74,68,154,100,22,16,19,43,92,35,43,51,96,73,96,147,128,55,15,156,1,2,6,3,8,4,5,4,5,3,6,3,3,2,3,3,6,2,2,4,2,3,5,6,6,2,3,3,6,6,4,3,3,3,2,2,4,3,4,6,3,1,5,3,3,3,3,3,4,3,4,3,3,5,3,4,3,5,4,3,2,4,6,3,3,2,2,1,4,4,2,3,4,3,2,3,3,4,1,3,1,2,6,3,5,3,3,3,10,6,2,2,3,4,3,8,4,4,6,3,6,4,1,4,4,3,1,4,6,4,7,5,4,1,2,2,3,1,6,5,3,2,1,-0,4,3,2,0,2,2,6,4,4,3,2,7,8,2,1,2,6,4,9,6,6,4,6,3,4,6,5,5,2,4,4,3,7,3,3,5,8,5,5,5,8,7,5,7,7,8,8,6,7,4,2
"Kansas : independent power producers","thousand megawatthours","ELEC.GEN.PEL-KS-94.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Kansas : all commercial","thousand megawatthours","ELEC.GEN.PEL-KS-96.M","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
